REF_AREA,year,agrifood_share_pct,black_carbon,carbon_monoxide,mercury,ammonia,nm_volatile_organics,nitrogen_oxides,organic_carbon,fine_particles_pm10,fine_particles_pm2.5,sulfur_dioxide
CHN,1990,100.0,911.56494338829,83462.814575322,0.16085334248598,7823.2525473702,16057.882815728,8794.5246777823,3379.5845594655,13033.984188816,9238.9617612521,15923.412150729
CIV,1990,100.0,6.8683855106524,747.43768342363,0.0001368234125757,39.735729856603,161.14715734671,29.306317868828,20.622551132652,118.62935333171,43.972879853121,18.246976104736
CMR,1990,100.0,8.074723672148,842.20619267897,0.0002013394511371,63.101956630394,172.39993766732,34.648431959963,30.001880088856,118.80874081574,58.982832117714,11.515483367703
COD,1990,100.0,22.878477675335,3794.6777353777,0.0006777394118827,79.759752317324,400.98801690887,55.548092573823,72.009663777469,282.40627997877,148.50652655678,34.975272580995
COG,1990,100.0,1.2629867094711,128.40438267518,2.1814486067621e-05,4.8284874364337,35.721405584695,7.5103313509402,3.5232534054933,17.381963303644,7.2982911828367,1.7063761545147
COK,1990,100.0,0.0033486121834957,0.48809509738484,2.3421937035494e-07,0.12213894278172,0.1275065157163,0.33471494454464,0.0048029418020899,0.019441614445603,0.015342879814042,0.29633271329815
COL,1990,100.0,21.087832873984,2313.3208945314,0.035449436828469,312.03457570286,524.56464108692,346.30505452788,54.770002953886,231.9636070696,141.16372841568,172.95923790714
COM,1990,100.0,0.14728518120181,17.232001323976,2.5665035285942e-06,0.84177028749061,3.2772220934299,0.55607007039229,0.5097656329791,2.0376097977962,1.0090635640659,0.2992522573521
CPV,1990,100.0,0.1114165367469,13.955241099068,3.0663277504429e-06,1.3404224207198,2.6128693410381,0.67766025779226,0.39631726347099,1.5133617847613,0.76755663218854,0.38322063520894
CRI,1990,100.0,1.8738841951432,130.07073099769,0.0002077438530981,29.519065614642,31.28693445472,30.07226909963,3.1934013624556,14.248085899739,9.7263375072255,17.058111958697
CUB,1990,100.0,29.46890435095,1545.5881129421,0.0017964951790044,130.38307008125,263.31130097592,329.21349597629,41.402706163764,198.88912290193,150.51023400242,464.63336251613
CYP,1990,100.0,0.45853674083324,74.134582337386,9.4006904258112e-05,5.8090503207347,17.150554720208,22.286452575225,0.43859709828306,2.8244633401452,1.8869316194715,41.097080469329
DEU,1990,100.0,48.897716337758,18609.537778151,0.035419324137715,927.03057073559,3146.4202472445,2696.4659142751,99.73361340155,453.65479235436,344.9835900128,3351.4021177411
DJI,1990,100.0,0.32966149555266,34.608280081599,4.79967248181e-06,2.3634587774917,6.9411429596162,8.8000229678477,0.73361600554377,3.1227722791147,1.6190621387086,5.8692099619868
DMA,1990,100.0,0.018843876330903,1.675770131762,1.9019373396254e-06,0.28394025887879,0.47279172157718,0.27103890473342,0.033717390864516,0.19141936822931,0.11178384738811,0.20473088328908
DNK,1990,100.0,3.4517153119648,952.85494455152,0.0013055674201578,165.04175868175,175.03600937836,242.00510892092,6.1308197866078,30.428053403714,23.509819771577,171.9771382537
DOM,1990,100.0,4.3195895600282,342.56616514769,0.0011274805170791,44.302161877209,73.384051561312,72.444711248735,8.0232350641706,37.297868125602,21.682840270952,79.591470295636
DZA,1990,100.0,6.6500389251877,794.08588911025,0.0009621036531359,40.892365796051,608.37581513107,203.58769821083,5.8812196088957,26.054410346337,20.14703211561,74.468142709985
ECU,1990,100.0,6.7203456787796,805.77546195125,0.018082683146709,74.895138280703,143.43778959848,150.3880053068,11.775408936985,48.479237371123,34.013681293195,93.061544072124
EGY,1990,100.0,17.184729536263,1559.8564953359,0.0012200356525392,223.38580313003,585.08913138654,341.13312639313,19.99280603139,153.92396062628,70.053416926981,589.53906880226
ESP,1990,100.0,29.234095624693,5449.1299946104,0.014491440786766,479.03005292848,1105.0123401947,1086.6946303945,43.328506424659,221.19276052437,174.21147166221,1488.9973438094
FIN,1990,100.0,10.128331853023,1430.1697233502,0.0022593497839859,55.507320937427,229.09610853666,282.287531715,9.061224144747,73.009111863811,56.21516973933,246.90322220994
FJI,1990,100.0,0.962556829693,20.717543191076,0.0001333756203991,4.3959662674759,6.2746884416913,14.278427472422,0.45926982490937,4.3087273828556,3.5334808147597,9.3799537691822
FRA,1990,100.0,59.803508880393,12425.533326206,0.013084140197428,970.09252876146,2217.1794700301,1648.0135908196,77.279869016327,471.64487857179,394.25184344348,890.69437832461
GAB,1990,100.0,1.693441204325,155.49062498578,6.9324380186934e-05,5.7856454498493,49.863827651311,11.368809449784,5.1544501557872,20.826157565345,11.188376382039,4.2758756079531
GBR,1990,100.0,27.293211393566,14127.301477758,0.025370108509226,585.4516658304,1927.5622716517,2637.6173030819,50.664153993699,225.26157751086,179.7561543559,2863.7018877319
GHA,1990,100.0,8.4847258940774,1129.873346847,0.012218330515413,38.183844999426,179.50257954818,31.704741672378,26.064755319706,127.02086382195,54.092508731139,13.558095381034
GIN,1990,100.0,7.3519582907628,815.56454118695,0.0003244632346508,30.233482134795,145.95193383788,17.281579515706,29.120829456453,118.27087235308,55.146028388519,10.158026741699
GMB,1990,100.0,0.39944614387941,45.414231587711,0.0001221681447206,3.1800947399193,8.8337829065135,1.7239606644704,1.4545667268595,5.8998970939414,2.8160842959476,0.9656353681608
GNB,1990,100.0,1.3823526840408,154.21158055116,0.0001368243098068,8.472606412114,27.235119955473,3.5442282815688,5.4739837373239,22.270799158532,10.334949297108,1.8950912665005
GNQ,1990,100.0,0.066045029850922,7.6210380602461,2.428013217174e-06,0.3552645089711,2.0534699538492,0.54641215700524,0.18898769032484,0.97250378809119,0.39036013977353,0.41517179633288
GRC,1990,100.0,5.9207076762781,1346.3339512146,0.0027728201596054,100.2930441575,228.60129612667,333.71153188102,10.626818450131,52.673947283746,47.200722443265,414.66354475359
GRD,1990,100.0,0.0055987954568733,1.0753343471367,3.7351426506076e-07,0.13651636921186,0.41882366309586,0.50290277349943,0.0077870678380778,0.040913495574563,0.025881744527667,0.48752522705257
GTM,1990,100.0,8.822609432182,716.80469472845,0.0003017837973044,62.168543729351,143.34305748649,54.85031531079,26.876433051109,102.71104204551,57.795570183118,23.173016301882
GUY,1990,100.0,1.4467158967971,94.651315191085,0.0012648913897699,4.0232627100358,16.661665350087,13.681316713708,3.1171648729334,12.864573761029,8.3443089606742,13.148319508162
HKG,1990,100.0,5.4516326557433,45.527763937073,0.0018106616503556,2.6115486903324,60.286272546229,156.13576569502,4.2032053895699,118.1153661331,90.279897072387,268.4324397038
HND,1990,100.0,4.1689421245021,330.08741160091,0.0006493868214653,30.747027943703,68.782543216634,27.184357406147,12.308455284977,49.537206792815,27.932678593311,14.284734167819
HTI,1990,100.0,6.4592633347768,710.3111532988,9.1494833891602e-05,35.628842048797,115.27624467575,17.811250132563,15.281807213763,89.380408486611,35.848501187016,9.8070958926621
HUN,1990,100.0,4.7883868777514,1326.906772209,0.0019222527199896,190.60643651844,340.57966723741,210.83628270552,16.216359232505,62.312581276778,48.878072321487,569.03713522556
IDN,1990,100.0,139.29922175079,19427.748259396,0.019848582901564,1119.373871325,2661.2571192058,1036.9846710013,491.55410294999,1647.098139422,985.51345364725,853.4586715821
IND,1990,100.0,421.91014594198,30832.414668992,0.032184466121308,3932.1251782512,6659.662252547,3401.2955638383,1178.5616138514,4479.5592393483,2785.1477173267,3556.3907549341
IRL,1990,100.0,4.7614677208268,808.96294389645,0.0007302105590194,167.90886552596,123.14266879857,106.61416326779,13.487513209836,38.947707921636,33.273161904524,121.16822451581
IRN,1990,100.0,18.820280134445,1065.8742465601,0.0048669138736195,296.7260887404,754.46371564334,718.5253398852,13.819189737409,79.644005252823,57.411699698887,914.34393576568
IRQ,1990,100.0,10.292590044809,517.36703001032,0.0016456166929485,64.521759296519,389.12784145122,304.74889473197,9.531035057526,41.72511668161,32.705636953695,408.58600790142
ISL,1990,100.0,0.17192088668285,84.036361942064,6.6000616134461e-05,4.7038815395981,8.5679379737529,10.278728310419,0.18284254268007,1.486359465561,1.1506957490535,8.0302314302777
ISR,1990,100.0,2.9581639339525,182.14056261072,0.0010018641065787,16.822433083416,77.053063915659,185.58466851657,2.2726612514237,15.914179707986,11.3881977127,298.79578837364
ITA,1990,100.0,28.196759678105,7938.1060340963,0.011139365759811,610.1893480437,1805.0421727123,1547.8681006507,32.819123494459,190.53956677492,137.43463523341,1204.4034111925
JAM,1990,100.0,2.4972088003102,305.15984607957,0.0001009122015315,8.9312245103622,28.824641133956,41.297758448841,2.8229963611788,14.20328918253,9.4767738224822,69.864451650914
JOR,1990,100.0,1.2465798707014,56.969747101544,0.0001393208157375,6.1796026388655,26.405566321824,49.529804862919,0.93671595583156,5.3081157063109,4.0305360140232,94.214589588435
JPN,1990,100.0,81.565112080441,10479.62304812,0.043193528327429,372.39220851067,2962.0438853095,4039.2907864796,67.848836504918,541.74920116035,396.41896873915,2585.1325212219
KEN,1990,100.0,20.466853163263,2128.3814857383,0.0004641861333741,168.07972136568,404.95876154386,72.524197400629,53.672064367366,313.37846517631,119.17434759692,36.924196487546
KHM,1990,100.0,4.1566508648191,489.33986147425,0.0030902439058136,53.163827070013,104.08022531165,15.656390959526,21.950946560226,59.621494446593,38.547879323833,5.5881924432691
KIR,1990,100.0,0.0027197063015077,0.39133951309564,2.0653045930418e-07,0.13070591067532,0.27313062784436,0.14318626032261,0.0077207145323757,0.036139746142838,0.018839078227333,0.12201558160529
KNA,1990,100.0,0.065496516428266,2.0561547558512,2.6935889049777e-06,0.10544050131355,0.35394976442618,0.67256002786133,0.067251061398671,0.30914849159899,0.27000881904013,0.2803701421553
KOR,1990,100.0,27.939039614205,3395.9419650127,0.0091053488553896,156.61613987548,736.69274218255,885.42462208507,20.984737932257,268.69135887097,182.93964912428,1079.4273555937
KWT,1990,100.0,0.73364823432941,128.79067371178,0.0001489274251528,5.7282787991247,149.16222046036,107.6083085528,0.4927656857059,6.0463509755095,3.9563765815798,282.46561087512
LAO,1990,100.0,1.9900665959354,234.6959633025,0.0001386810210632,32.314422714748,50.750884255764,8.3299933756777,10.255864058941,28.687014879812,18.149814773657,3.2910734486385
LBN,1990,100.0,0.31264413241811,86.113687913989,8.6530878969209e-05,7.4182245529252,30.371987162041,38.653202653556,0.88071031176977,6.1823959077976,2.8280764400625,71.643430942339
LBR,1990,100.0,2.6269995083376,293.37472394471,0.0002967233765758,9.8697931438158,52.251213490182,6.4076529054471,10.248509792152,41.912176878138,19.520389250417,3.7442994368869
LBY,1990,100.0,2.8454767588247,365.93949168019,0.0006448053816878,16.783367660812,276.2140821637,127.00434645861,3.2134470550723,15.039699689332,10.562209791213,176.86685820832
LCA,1990,100.0,0.023678773578069,2.7266478657158,1.6047751130004e-06,0.28369858196553,0.7820156328385,0.74452510855399,0.03964920747026,0.22057824269321,0.13112434116822,0.64044098031585
LKA,1990,100.0,9.1546016437987,1286.5536176862,0.000146246884308,57.918365478425,168.31364768893,45.400142462598,28.701084962178,110.76623111982,59.361024791138,22.328022628623
LSO,1990,100.0,1.8347655284759,201.35297508421,0.0001498771095939,11.052998855595,36.847002740272,3.9112760321236,7.5459458062905,25.394656186434,13.909620687345,1.8089975584241
MAC,1990,100.0,0.072044199436327,7.5631414954349,8.2934694038262e-06,0.15367313806308,3.4502634754092,6.4813421413284,0.057368828611448,0.39742280337891,0.30589941286436,8.0067859072309
MAR,1990,100.0,4.6180723697732,332.09946734866,0.0007069243221185,85.069752567884,161.30580056857,99.537761979365,9.5154474348767,54.154888626562,32.099925214209,231.466436914
MDG,1990,100.0,5.5037859893642,632.79565308009,0.0027158893563452,83.254828291615,122.6329875849,23.523827339185,20.535806669543,86.17347460393,41.674371019764,6.1508186695189
MDV,1990,100.0,0.013642859308831,1.8371222266905,1.7556187374533e-05,0.021587849453287,0.78207122070997,0.69597782752275,0.027402509365576,0.16640791312584,0.11201889549589,0.83926934062154
MEX,1990,100.0,37.239834286446,5047.3646819827,0.0071933689746624,675.2013289017,1563.8882463874,1624.8619388415,103.65285131266,383.91848964319,239.05490995612,1757.4948596438
MLI,1990,100.0,3.0451294164722,344.85703076714,0.0024474077930188,47.183441991968,78.546734963222,11.548376419148,12.682871993818,50.287091625524,24.151192921582,3.7246089044396
MLT,1990,100.0,0.28924986148388,27.962688270761,2.2685263824921e-05,1.6454447532733,6.8949756738914,11.190772783463,0.21529620710144,4.4995791089724,2.8401145368282,16.290015569404
MMR,1990,100.0,23.408421594908,2456.4658131118,0.0036704962404702,236.07893551664,475.80821688694,75.538533176449,105.36495196677,348.90748024607,192.8614756109,24.938925777955
MNG,1990,100.0,1.1563987749989,144.32171833717,0.0011452884847531,70.032159891756,41.7273666585,78.438963570244,4.6647400645861,22.920006801394,15.956853910729,85.770651912913
MOZ,1990,100.0,10.821839681176,1443.1700158662,0.0011763767577201,47.478485519742,213.64629723559,24.892797788028,34.764080590619,164.704654589,70.929754426328,11.838358300889
MRT,1990,100.0,1.0650158668907,120.52193055129,2.9312679411924e-05,20.127772844341,23.895734815541,8.5247778336393,3.662783399964,15.378662167425,7.3513666880676,4.9228866480759
MUS,1990,100.0,2.1412396515101,263.10390952473,5.7852022212117e-05,3.8309048228246,17.066939723766,22.583744360465,1.7326654743773,11.590268493562,9.1638601722006,16.826803772107
MWI,1990,100.0,4.955996321275,504.74295643119,0.0002862972982577,22.804554512731,99.321901911483,15.816422859052,16.768474504996,70.896894728833,35.107648096126,16.746138829634
MYS,1990,100.0,9.7603861767196,1399.7938720368,0.0027357862776935,102.44236990925,322.14218915667,306.83941910184,16.981906241387,86.642344789363,48.281282696256,332.51955657938
MYT,1990,100.0,,,,0.0004884288927603,0.0030892587385507,,,,,
NAM,1990,100.0,0.80066126370514,93.010409820029,0.0001146817041146,18.923320185601,17.56419081101,13.596572338918,2.8232766006611,9.9688251472379,5.3206436842377,10.571482802291
NER,1990,100.0,3.022498689603,340.33270045568,0.0001834003341314,40.600343948413,76.026078258014,14.499083528857,13.631548544656,44.638211272389,24.412312869262,5.4157757157774
NGA,1990,100.0,105.18465163831,11390.346706883,0.001977465948997,471.51957329394,2194.6147172222,344.72092995671,429.77305621343,1586.8825559118,806.27418141912,154.26019908155
NIC,1990,100.0,2.753551728024,240.35116897845,0.0003252670480716,34.34411091452,49.546949519911,21.549701708628,8.5389735655949,33.036488105306,18.039625980381,19.441560437761
NIU,1990,100.0,1.803355323678e-05,0.0032328437475675,4.0877987462984e-09,0.013217853193536,0.0031964026883699,0.000738392950943,0.0001408407139645,0.0007864570685929,0.000309928125635,1.8477812486251e-05
NLD,1990,100.0,7.1661980432538,2087.162159007,0.0023664932690432,255.27507381972,487.82912483914,547.27078572916,7.8128345732056,51.547715694058,37.460085575109,145.83629165045
NOR,1990,100.0,4.419186700626,1115.720182041,0.000773081812544,46.948292802858,228.87170075796,176.41275427053,6.4631794659672,40.587477533415,34.646904157842,117.85343132178
NPL,1990,100.0,12.285318360652,1269.2068819172,0.0002652117306858,93.892352082733,251.27989452898,28.553960350661,53.834757874679,178.95457193581,98.745928703295,12.200485444758
NRU,1990,100.0,,,,0.015128457902524,0.019892087842824,0.0005972849272523,,0.0002972778286941,5.4075631737899e-05,
NZL,1990,100.0,2.7413065962654,614.46586197844,0.0006577308097001,116.52523650121,121.07431416406,152.96590183423,5.3080874965935,22.83841534692,17.166776466831,54.741666309543
OMN,1990,100.0,0.62421283343375,85.660018535591,2.4712531365796e-05,2.6310048806154,97.504869040118,46.201587572316,0.42473278836375,2.0615868872621,1.4949800924277,32.608614971427
PAK,1990,100.0,56.256477648278,6809.7599740141,0.0027856760337688,742.6388491817,991.22074810348,450.14185661115,196.09542998383,668.54463182382,397.47068422179,357.59027888164
PAN,1990,100.0,1.4237833482564,133.60468482029,0.0001006619456997,14.377245592878,29.787006210847,24.085490538611,3.7689111937115,14.115633081076,8.3495112575452,17.219073306597
PER,1990,100.0,9.0448095176504,880.00170751193,0.0035277772611002,106.83659575418,218.58671356751,146.57143838279,26.262267902086,101.64041843124,56.772424419193,194.78744233546
PHL,1990,100.0,38.825258891354,3795.7467137462,0.019805825807937,297.74553418373,765.32639368769,378.84324735389,138.55060006988,493.33311174371,276.97557344294,434.17343818967
PNG,1990,100.0,1.4495115737337,174.45931983761,0.0025281729691081,8.323768774299,52.840845429324,16.070760696621,5.0667277302778,19.457142889526,10.155594564882,20.685038391816
POL,1990,100.0,17.83572699752,3843.2957219173,0.017278929814212,485.10878655355,1071.000972121,1137.6308009624,127.0281778228,416.09808827156,267.21395272478,1765.8595796358
PRK,1990,100.0,16.064235425303,2778.9478360816,0.010436486373897,195.78942083063,450.00317696929,409.30909116875,43.706493589262,330.62002938593,236.70499849095,1023.3970850305
PRT,1990,100.0,7.6355705246556,994.85773729853,0.000748840989494,91.764792728336,223.73223360438,174.44305793445,15.429586329974,76.486326183662,65.394807216139,324.2460386177
PRY,1990,100.0,6.5333008022434,607.26426873601,0.0004420254178904,75.275574021752,104.83667479005,43.020761684137,16.054058676176,73.31533466278,41.462146583647,9.3110049227677
QAT,1990,100.0,0.4072321313166,56.802371394417,7.736629883204e-05,3.5633197888265,58.513373051674,29.78867412294,0.37633520125478,1.9130870302729,1.7072110063546,2.0486142936845
ROU,1990,100.0,6.2378797821342,1746.5832242922,0.0049498511045374,452.36265161796,439.7744976503,522.80763950904,14.997700819364,77.949296861868,57.287172937514,706.74799799263
RWA,1990,100.0,7.7589444784923,873.23976206172,0.0066063626901288,35.72872459551,220.23121081577,10.601298877707,19.353202860278,190.87271560731,43.13311845794,4.2575842695937
SAU,1990,100.0,23.621335379323,1094.8796998535,0.0015019245799779,93.403245109007,1098.0415406619,794.7240039491,17.942775356646,72.572664056189,61.887148640138,824.63186977243
SEN,1990,100.0,2.9872201101364,329.89824536593,7.1395057382676e-05,32.720655519558,69.414376864522,21.369773427018,7.0980673430396,41.955106423356,16.575892909544,22.943171751004
SGP,1990,100.0,1.8506170845162,125.99823106723,0.0006587134271591,2.6873023253984,71.761340133221,137.26501454548,1.3214505794976,9.9985178176381,7.4974054484935,329.55567293919
SHN,1990,100.0,0.0013437895667568,0.077094788946402,6.8527122062e-08,0.015474955049193,0.029214520518704,0.066945044541468,0.0009561960229423,0.0070453125084839,0.0053384755445827,0.048778619609661
SLB,1990,100.0,0.043257518272482,5.4925123655379,2.0439697351474e-06,0.53785721439913,1.7230102165203,1.3238397956388,0.13533990650552,0.52284783548252,0.28318503402395,1.2779421775048
SLE,1990,100.0,3.7961373592384,426.23693626254,7.9536861067662e-05,15.542743140904,76.203953414097,10.649537506381,14.741035401676,59.096953525817,28.141665623821,5.9158373159767
SLV,1990,100.0,3.5660477948788,284.70527488852,0.0003514690753051,30.029542385428,55.955043893247,29.948481794077,9.6960591449488,36.768906093792,21.934942884771,12.709408732648
SOM,1990,100.0,5.3033318024639,590.60436585055,8.4899275599919e-05,82.542101457376,107.1118162195,20.179769891258,19.373629927652,79.490067862117,37.537563609445,6.9933410211038
STP,1990,100.0,0.070017458066799,7.7728635337006,9.0628466605593e-07,0.27455303423132,1.4740487497119,0.40801821360317,0.24133001859988,1.0133316703055,0.4735701266558,0.24731503835286
SUR,1990,100.0,0.2117229497677,28.175575811861,3.3542215461391e-05,3.3964708105254,6.7921978579731,5.0229532237605,0.45121912785275,2.3627513619524,1.3671920026188,5.6217424800381
SWE,1990,100.0,6.2391788834844,2392.4117699341,0.0016687148220133,110.34451618991,323.44242749701,368.26780337492,8.8369778960903,68.388820249416,50.089186727293,256.35020098845
SWZ,1990,100.0,2.2726362882892,183.58410089455,8.2550122210641e-05,9.3727384904624,28.915321694009,15.987010354129,6.1871127769276,23.815217734534,13.759538226486,10.146105403374
SYC,1990,100.0,0.041499337743489,3.8861863525437,8.0878342616431e-07,0.21222771489503,1.0168908889975,2.3002307295514,0.038767538340858,0.18407141737405,0.1212040290358,1.5113642653994
SYR,1990,100.0,3.6283286064027,252.01717255341,0.0003820158971776,62.36671031332,125.42566974698,134.4608402527,5.6485832656313,17.50232332793,15.031010313286,218.28622349014
TCA,1990,100.0,0.0015182381299591,0.18936439857366,3.0300511645056e-08,0.0034814233249764,0.046922123089673,0.050573683144043,0.0021864357030394,0.012220771814777,0.0074067921754125,0.048489278308877
TCD,1990,100.0,3.734168844518,420.21891030637,6.6401960991656e-05,40.047228098812,78.015740165173,10.016774326279,14.04012493177,57.569165312638,27.08086365204,3.6441451379597
TGO,1990,100.0,2.3443657249846,257.40835168023,0.0015995241162864,15.242647592297,53.45915819161,8.5562021794949,6.7408238930554,39.447268397564,14.518778033803,2.4241172577449
THA,1990,100.0,65.032039587483,6628.1766191607,0.0039855988104158,466.1165817194,1103.6408870298,633.07093322251,159.38281227292,767.47882883587,377.77407411321,579.59316554391
TKL,1990,100.0,2.2886036581391e-05,0.004211030730976,6.4080902427896e-09,0.0069905101215722,0.0018150343977034,0.0005283984547407,0.0001695855310681,0.0005337239148759,0.000296263183821,2.3801478044647e-05
TLS,1990,100.0,0.11792064300631,13.795229660579,1.0515642797505e-05,2.6189623286227,3.7634277945404,0.56984533836311,0.6889686786919,1.6300690045172,1.1578136561869,0.078041847071902
TON,1990,100.0,0.0078953192776143,1.1060321808971,3.9059669938361e-07,0.71279338666741,0.44382858161618,0.74903135653634,0.010249273242557,0.054953694347326,0.036181519367437,0.65148766183394
TTO,1990,100.0,0.35720934125267,97.33755997685,8.4434035041788e-05,6.6775246140888,34.548905975426,26.335750704777,0.88288871076763,4.0311230562319,2.8579094176123,5.4306291445013
TUN,1990,100.0,2.895152916506,250.50001771274,0.0002850342262976,25.963589873161,97.494103690022,48.95635049273,5.6966557957436,33.703164073792,15.814932401673,83.793348099004
TUR,1990,100.0,30.993406132687,4015.7367764073,0.0062117716783615,511.91510375321,885.70034647089,590.46784148411,110.45558418221,374.63749342772,243.26337599848,980.05562029634
TUV,1990,100.0,,,,0.068586064323593,0.024315072703248,0.0027077303385426,,0.0015690401021785,0.000284624739355,
TWN,1990,100.0,7.6865861738948,853.89594222071,0.0027460187978493,111.38217700728,381.5460354756,516.99135968015,6.9974815095291,81.104635925222,56.949038095331,714.58194547094
TZA,1990,100.0,15.538452241867,2123.4056071774,0.0033699331276938,126.28106398518,295.634323404,44.08245971717,50.826083103307,213.46390644769,103.65064070914,16.771585846614
UGA,1990,100.0,15.660921168031,1949.3252771555,0.0001818315087756,96.889352608215,335.71241273037,27.406844622993,41.727345693683,272.14624315866,91.265738655713,8.7483557160892
URY,1990,100.0,1.977176119274,162.3214047159,0.0001127048198768,74.94647129294,38.419854547793,35.429421235444,4.6452070302566,18.381170796719,11.437752654439,22.737454451814
